brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
cheeze,false,1,ipcp,ipcp,2,1
cheeze curl,false,1,cheeze curl,cheeze curl,2,1
cheeze doodles,false,1,wise foods inc.,wise foods inc.,1,1
cheeze it,false,1,kellogg company,kellogg company,1,1
cheeze ring,false,1,cheeze ring,cheeze ring,4,1
cheeze whiz,false,1,cheese whiz,cheese whiz,2,1
cheeze-it,false,1,kellogg's,q856897,3,1
cheezee,false,1,cheezee,cheezee,1,1
cheezeits,false,1,kellogg's,q856897,1,1
cheezels,false,1,snack brands australia,snack brands australia,4,3
cheezum,false,1,kellogg's,q856897,16,2
cheezy,false,1,"cheezy, leslie corporation","cheezy, leslie corporation",5,3
chef,true,1,kraft heinz,q19681433,1,1
chef boyardee,false,1,"conagra brands, inc.",q1123399,1,1
chef coaster,false,1,yale foods limited,yale foods limited,11,1
chef quality,false,1,chef quality,chef quality,1,1
chef's cut,false,1,rsj venture,rsj venture,1,1
chef's quality,false,1,"chef's quality, kuhne & heitz","chef's quality, kuhne & heitz",6,3
chefs art,false,1,chefs art,chefs art,5,1
chello,false,1,chello,chello,8,3
chelly,true,1,unbranded,unbranded,15,1
chelox,false,1,chelox,chelox,1,1
chelsea,false,1,hotel chelsea,q240711,105,6
chemist warehouse,false,1,chemist warehouse,q48782120,3,2
chemo,false,1,chemo,q43896428,1,1
chen hua,false,1,chen hua,chen hua,2,1
chen pi te yin,false,1,chen pi te yin,chen pi te yin,1,1
cheng ban yek and co,false,1,cheng ban yek and co,cheng ban yek and co,1,1
chepee,false,1,w.l. food products,w.l. food products,15,1
chernigivske,false,1,chernihivskyi pyvkombinat «desna»,chernihivskyi pyvkombinat «desna»,6,2
chernigovskoye,false,1,anheuser-busch inbev,q128738,1,1
chernihivske,false,2,"abibnev efes, chernihivske","abibnev efes, chernihivske",2,2
chernogolovka,false,1,chernogolovka,chernogolovka,1,1
chernіgevs'ke,false,1,anheuser-busch inbev,q128738,39,1
chernіgіvs'ke,false,1,anheuser-busch inbev,q128738,10,2
chernіgіvske,false,1,ab inbev efes,ab inbev efes,2,1
cherrish,false,1,cherrish,cherrish,2,1
cherry,false,1,cherry agencies pvt ltd,cherry agencies pvt ltd,6,3
cherry blossom polish,false,1,cherry blossom,cherry blossom,1,1
cherry cola,false,1,cherry cola,cherry cola,1,1
cherry ripe,false,1,mondelez international,q12857502,2,2
cherry ripe  cadbury,false,1,cherry ripe  cadbury,cherry ripe  cadbury,1,1
cherry/cheese tarnish,false,1,aryzza llc,aryzza llc,1,1
chery,false,1,chery,q591001,39,1
cheryl's cookies,false,1,cheryl's cookies,cheryl's cookies,1,1
cheshskoye zhivoe,false,1,dzerzhinskiy pivzavod,dzerzhinskiy pivzavod,9,1
chesse ball,true,1,unbranded,unbranded,2,1
chester,false,1,chester,chester,1,1
chesterfield,true,1,altria,q445007,666,57
chesterfield (philip morris),false,1,chesterfield (philip morris),chesterfield (philip morris),4,2
"chesterfield, l&m, camel, rothmans, winston, marlboro",false,1,altria,q445007,10,1
chesters,false,1,frito lay,frito lay,2,1
chestnut limo,false,1,lvivskyi kholodokombinat,lvivskyi kholodokombinat,1,1
chetos,false,1,pepsico,q334800,13,2
cheval,false,1,cheval,cheval,26,2
chevallier,false,1,nueva chevallier s.a,nueva chevallier s.a,1,1
chevron,false,1,chevron,chevron,5,3
chew,false,1,cty cp bã¡nh káº¹o háº£i hã ,cty cp bã¡nh káº¹o háº£i hã ,1,1
chew-c,false,1,chew-c,chew-c,5,1
cheweez,false,1,delfi,delfi,2,1
chewits,false,1,cloetta,q3437039,5,3
chewy,false,1,pepsico,q334800,12,9
chewy bar,false,1,chewy bar,chewy bar,1,1
chewy bars,false,1,pepsico,pepsico,1,1
chewy choco,false,1,rebisco,rebisco,5,1
chewy cloud,false,1,chewy cloud,chewy cloud,1,1
chewy's,false,1,pepsico,pepsico,2,1
chex mix,false,1,general mills,q629998,11,7
chex-mix,false,1,general mills,q629998,1,1
cheyenne tobacco,false,1,cheyenne tobacco,cheyenne tobacco,1,1
chheda,false,1,chheda speacialities foods pvt ltd,chheda speacialities foods pvt ltd,3,1
chhedas,false,1,chheda speacialities foods pvt ltd,chheda speacialities foods pvt ltd,1,1
chi,false,1,chi,q70628264,7,1
chi chi love,false,1,simba,simba,1,1
chi exotic,false,1,"chi exotic, chivita","chi exotic, chivita",28,4
chi kit teack aun,false,1,teck aun eagle pagoda,teck aun eagle pagoda,1,1
chi-chi's,false,1,chick-fil-a,chick-fil-a,1,1
chibotex energy water,false,1,chibotex energy water,chibotex energy water,1,1
chibuku,true,1,anheuser-busch inbev,q128738,145,3
chic,false,1,chic,chic,1,1
chic  choc  all sports,false,1,ok food industry,q17227901,14,1
chic choc,false,1,ok food industry,q17227901,107,3
chic-choc,false,1,ok food industry,q17227901,20,2
chic-fil-a,false,1,chick-fil-a,q491516,7,5
chic-fil-a (sauce packet),false,1,chick-fil-a,chick-fil-a,1,1
chic-fil-a cup,false,1,chick-fil-a,chick-fil-a,1,1
chicago,attempted,1,chicago international,chicago international,119,2
chicago cubs,false,1,chicago cubs,chicago cubs,1,1
chicharon baka,false,1,snackwell food corp,snackwell food corp,84,2
chicharon ni mang juan,false,1,jg summit holdings,q6108205,50,5
chicharoon ni mang juan,false,1,jg summit holdings,q6108205,1,1
chicharrones,false,1,yummies,yummies,6,2
chick boy,true,1,unbranded,unbranded,25,4
chick fil a,true,1,chick-fil-a,q491516,195,5
chick in,false,1,îšî±î»î±ïšï„î¶î®,îšî±î»î±ïšï„î¶î®,1,1
chick-fil-a,false,1,chick-fil-a,q491516,25,18
chick-fil-a mint wrapper,false,1,chick-fil-a,q491516,1,1
chickadees,false,1,snack brands australia,q7546873,1,1
chickboy,false,1,chickboy,chickboy,23,1
chicken,true,1,unbranded,unbranded,1,1
chicken & vegetable biryani,false,1,chicken & vegetable biryani,chicken & vegetable biryani,6,1
chicken breast mild,false,1,sajo,sajo,1,1
chicken chips,false,2,"meridian, pran","meridian, pran",31,2
chicken nuggets,false,1,godrez tysom food,godrez tysom food,1,1
chicken powder,false,1,unilever,unilever,1,1
chicken puff,false,1,chicken puff,chicken puff,1,1
chicken roll,false,1,chicken roll,chicken roll,2,1
chickenpop,false,1,orion,orion,2,1
chicky chips,false,1,"netwon, newton, newton food products, newton inc","netwon, newton, newton food products, newton inc",38,3
chicle,false,1,confiteca,confiteca,15,1
chicle camel balls bubble gum,false,1,fini,q110167603,1,1
chiclets,false,1,mondelez international,q12857502,4,2
chicorée,false,1,chicorée mode ag,chicorée mode ag,1,1
chief,false,1,pt dwimuria investama andalan,q56034693,14,4
chiefs,false,1,chiefs,chiefs,4,2
chiefs protein bar,false,1,chiefs ag,chiefs ag,1,1
chifles,false,1,"aki, chifles","aki, chifles",2,2
chihito,false,1,jbc,jbc,9,1
chiil-go,false,1,kalbe milko,kalbe milko,2,1
chik,false,1,cavinkare,cavinkare,6,2
chik fil a,false,1,chick-fil-a,q491516,13,3
chik fil-a,false,1,"cfa properties, inc","cfa properties, inc",2,1
chik-fil-a,false,1,chick-fil-a,chick-fil-a,16,1
chikee,false,1,wl foods,wl foods,1,1
chiken inasal,true,1,unbranded,unbranded,1,1
chiki,false,1,salim group,q905963,14,7
chiki ball,false,1,salim group,q905963,4,3
chiki balls,false,1,salim group,q905963,4,4
chiki twist,false,1,"garudafood putra putri jaya, salim group",q96100268q905963,6,4
chikiball,false,1,indofood fritolay makmur,indofood fritolay makmur,2,1
chikito,false,1,jbc,jbc,11,1
chikki noodles,false,1,chikki foods industries limited,chikki foods industries limited,15,1
chikos,false,1,volwest group,volwest group,1,1
chil go,false,1,"chil go, morinaga","chil go, morinaga",8,6
chil-go,true,1,unbranded,unbranded,1,1
chilantro,false,1,chilantro,chilantro,1,1
child kit,false,1,child kit,child kit,1,1
childkid,false,1,childkid,childkid,1,1
chile habanero,false,1,lol.tun,lol.tun,1,1
chilgo,false,1,morinaga,morinaga,1,1
chili,true,1,unbranded,unbranded,3,1
chili rokas,false,1,jovy,jovy,1,1
chili sauce,false,1,"dominos pizza, mcd, sasa","dominos pizza, mcd, sasa",3,1
chili's,false,1,chili's,chili's,1,1
chilis,false,1,chili's,chili's,1,1
chilisauce,false,1,savi pharmaceutical joint stock company,savi pharmaceutical joint stock company,1,1
chill go,false,1,kalbe,kalbe,2,1
chill sauce,false,1,chill sauce,chill sauce,2,1
chillax,false,1,local kerala or india brand,local kerala or india brand,2,1
chillax juices,true,1,vfc agro foods products private limited,https://www.quickcompany.in/trademarks/4320683-chillax,101,1
chilli's,false,1,chilli's,chilli's,1,1
chillsung cider,false,1,lotte,lotte,3,3
chilly,false,1,nissin foods holdings,q18341667,4,2
chilly gel pocket italia,false,1,chilly gel pocket italia,chilly gel pocket italia,1,1
chilsung cider,false,1,lotte,lotte,7,1
chilsung cider peach,false,1,lotte,lotte,1,1
chimes,true,1,unbranded,unbranded,1,1
chimi,false,1,universal cipta pangan,universal cipta pangan,1,1
chimichanga,false,1,chimichanga,chimichanga,1,1
chin su,false,1,chin su,chin su,1,1
chin-su (chili sauce),false,1,chin-su (chili sauce),chin-su (chili sauce),1,1
chines noddles,false,1,chines noddles,chines noddles,1,1
chinese brand (soy bean milk),true,1,unbranded,unbranded,1,1
chinese drink unknown,true,1,unbranded,unbranded,1,1
chinese kaju,false,1,chinese kaju,chinese kaju,1,1
chinese noodle hwa ryun yun,false,1,chinese noodle hwa ryun yun,chinese noodle hwa ryun yun,2,1
chinet kirkland,false,1,chinet kirkland,chinet kirkland,1,1
chingles,false,1,chingles,chingles,11,1
chingles maxi,false,1,ds group,ds group,1,1
chings,false,1,"capital foods, capital foods","capital foods, capital foods",6,3
chinito barbecue,false,1,chinito barbecue,chinito barbecue,1,1
chinnutâ´s alimentos,false,1,chinnutâ´s alimentos,chinnutâ´s alimentos,1,1
chino,false,1,chino coffee company,chino coffee company,1,1
chinot,false,1,winkland,winkland,1,1
chinsu,false,1,"chin su, masan consumer goods jsc","chin su, masan consumer goods jsc",8,3
chinsu foods,false,1,masan consumer,masan consumer,34,1
chintn mango,false,1,chintn mango,chintn mango,2,1
chintu,false,1,prayagh nutri products pvt ltd,prayagh nutri products pvt ltd,3,2
chinã² san pellegrino,false,1,nestle,nestle,1,1
chio,false,1,chio,chio,4,3
chio chips,false,1,intersnack deutschland se,intersnack deutschland se,4,1
"chio chips, jumpy",false,1,intersnack,intersnack,1,1
chio itern snec poland,false,1,chio itern snec poland,chio itern snec poland,1,1
chio sombrero,false,1,chio chips,chio chips,1,1
chio taccos,false,1,intersnack deutschland se,intersnack deutschland se,1,1
chioce tomatoes,false,1,chioce tomatoes,chioce tomatoes,6,2
chip chop,false,1,sinar taboali cimahi,sinar taboali cimahi,1,1
chipa,false,1,chipa,chipa,47,2
chipcoa,false,1,chipcoa,chipcoa,1,1
chipie,false,1,chipie,chipie,1,1
chipileta,false,1,dulces anahuac,dulces anahuac,1,1
chipita,false,1,bake rolls (7 days),bake rolls (7 days),1,1
chipotle,false,1,chipotle,chipotle,5,3
chipotle cup,false,1,chipotle,chipotle,1,1
chipotle hot sauce,false,1,chipotle,chipotle,1,1
chippy,true,1,jg summit holdings,q6108205,121,19
chips,true,1,unbranded,unbranded,557,13
chips ahoy,false,1,mondelez international,q12857502,31,11
chips chips noodle chips,false,1,chikki food industry limited,chikki food industry limited,23,1
chips d'or,false,1,mondelez international,q12857502,4,2
chips edeka,false,1,edeka,q701755,2,1
chips im kessel geröstet,false,1,sunsnacks,sunsnacks,1,1
chips more,false,1,chips more,chips more,1,1
chips packets,true,1,unbranded,unbranded,255,1
chips ribut,false,1,"cv ribut, cv ribut snack, cv ribut snack","cv ribut, cv ribut snack, cv ribut snack",9,4
chips snack,false,1,chips snack,chips snack,21,1
chips snacks,false,1,smart industries,smart industries,15,1
chips snaks,false,1,smart industries,smart industries,415,2
chips svoya liniya,false,1,tm svoya liniya,tm svoya liniya,8,1
chips tiger,false,1,chips tiger,chips tiger,1,1
chips turimar,false,1,goloalfa s.a.,goloalfa s.a.,2,1
chips à la crevette,false,1,chips à la crevette,chips à la crevette,1,1
chipsmore,false,1,mondelez international,q12857502,2,2
chipsos classic,false,1,starck,starck,1,1
chipsway,false,1,chips way d.o.o.,chips way d.o.o.,1,1
chipsy,false,1,"pepsico, unilever",q334800q157062,63,6
chipsy snacks,true,1,"chipsy snacks, smart industries",https://www.facebook.com/smartindustrytz,458,2
chiptop,false,1,chiptop,chiptop,1,1
chiquinho sorvetes,false,1,chiquinho ice cream,q65164356,2,1
chiquita,false,1,"chiquita, chiquita brands international","chiquita, chiquita brands international",4,2
chiquita banana,false,1,safra group,safra group,1,1
chirag bedi,true,1,unbranded,unbranded,37,1
chiraniya,false,1,sky live foods,sky live foods,1,1
chirpboy,false,1,mabuhay,mabuhay,1,1
chirpy,false,1,matahari sakti,matahari sakti,1,1
chiru,true,1,unbranded,unbranded,4,1
chispitas,false,1,chispitas,chispitas,1,1
chistyulya,false,1,ooo rusal-sayanskaya foil,ooo rusal-sayanskaya foil,1,1
chit chat,false,1,chit chat,chit chat,15,1
chitale,true,1,chitale group of industries,https://chitalegroup.com/,433,9
chitato,true,1,salim group,q905963,112,40
chitato indofood,false,1,chitato indofood,chitato indofood,3,1
chitchore,false,1,homtek india snacks manufacturers,homtek india snacks manufacturers,71,1
chitos,false,1,salim group,q905963,3,1
chitos chicharon baka,false,1,chitos chicharon baka,chitos chicharon baka,28,1
chitos s.a.,false,1,zagori,zagori,1,1
chivas regal,false,1,chivas brothers company,chivas brothers company,1,1
chivita,false,1,chivita,chivita,114,2
chiyo,false,1,"suksomboon group co.,ltd","suksomboon group co.,ltd",6,6
chiz,false,1,jg summit holdings,q6108205,2,1
chiz crispes,false,1,jg summit holdings,q6108205,2,1
chiz curls,false,1,jg summit holdings,q6108205,12,5
chiz king,false,1,universal robina corporation,universal robina corporation,1,1
chizmill,false,1,orang tua,orang tua,3,3
chizzpa chip package cover,false,1,chizzpa chip,chizzpa chip,1,1
chnet,false,1,chnet,chnet,1,1
cho cho,false,1,dolphin,dolphin,1,1
cho nut,false,1,annies sweets mfg & packaging corp.,annies sweets mfg & packaging corp.,1,1
chobani,false,1,chobani,q5103456,7,6
chobani yoghurt,false,1,chobani,chobani,1,1
choc gummys,false,1,ferromo,ferromo,1,1
choc ovo,false,1,associated british foods,q117059,11,2
choc rocks bar,false,1,indofood,indofood,1,1
choc'up,false,1,excelo,excelo,2,2
chocao,false,1,chocao,chocao,1,1
chocato,false,1,coop qualité et prix,coop qualité et prix,1,1
choceur,false,1,"aldi, aldi nord",q125054q41171373,2,2
chochopie,false,1,lotte holdings,q11350495,1,1
chocky butter,false,1,srinanaporn marketing,srinanaporn marketing,1,1
choclate,true,1,unbranded,unbranded,1,1
chocnacks fun chocolate,false,1,chocnacks fun chocolate,chocnacks fun chocolate,1,1
chocnut,false,1,annie candy manufacturing,annie candy manufacturing,1,1
choco,false,1,highland biscuit inc.,highland biscuit inc.,40,5
choco & caramel,false,1,choco & caramel,choco & caramel,2,1
choco ball,false,1,lotte corporation,lotte corporation,1,1
choco bar snack,false,1,choco bar snack,choco bar snack,1,1
choco bar snacks,false,1,ifp manufacturing corporation,ifp manufacturing corporation,4,1
choco bean,false,1,pran agro ltd.,pran agro ltd.,57,2
choco biscuit,false,1,happy time,happy time,1,1
choco bites,false,1,dairy milk,dairy milk,9,1
choco bliss,false,1,niger biscuit co. nigeria limited,niger biscuit co. nigeria limited,10,2
choco bliss cookies,false,1,niger biscuit co. nigeria limited,niger biscuit co. nigeria limited,2,1
choco blunge,false,1,liwayway holdings company limited,liwayway holdings company limited,1,1
choco bomb,true,1,unbranded,unbranded,7,1
choco boy,false,1,orion,orion,1,1
choco break,false,1,colombina,q54850298,24,2
choco champ,false,1,choco champ,choco champ,11,1
choco champ chocolate,false,1,choco champ chocolate,choco champ chocolate,1,1
choco chip,false,1,simba,q28434542,11,4
choco chips,false,1,simba,q28434542,5,3
choco chips simba cereal,false,1,choco chips simba cereal,choco chips simba cereal,1,1
choco chispa,false,1,choco chispa,choco chispa,18,1
choco chix,false,1,bakhresa group,q27961785,8,1
choco choco,false,1,choco choco,choco choco,1,1
choco chum,false,1,"choco chum, choco chum","choco chum, choco chum",2,2
choco coklat,false,1,wahana interfood nusantara,wahana interfood nusantara,1,1
choco crack,false,1,choco crack,choco crack,5,2
choco creams,false,1,paradise food,paradise food,15,1
choco crinkles,true,1,unbranded,unbranded,1,1
choco crispers,false,1,giant,giant,1,1
choco drink,false,1,denner,q379911,2,1
choco drink leger,false,1,federation of migros cooperatives,q680727,1,1
choco express,false,1,unbranded,unbranded,1,1
choco flakes,false,1,"liwayway holdings company limited, shri disnau shakti dham foods","liwayway holdings company limited, shri disnau shakti dham foods",24,2
choco fruit jelly,false,1,choco fruit jelly,choco fruit jelly,1,1
choco fun,false,1,sujal foods,sujal foods,19,1
choco knots,false,1,jg summit holdings,q6108205,12,5
choco knots urc philpinnes,false,1,choco knots urc philpinnes,choco knots urc philpinnes,1,1
choco leite,false,1,choco leite,choco leite,1,1
choco listo,false,1,unbranded,unbranded,1,1
choco loops,false,1,choco loops,choco loops,1,1
choco malt,true,1,kasapreko,q54092988,150,2
choco mani,false,1,"candy line food manufacturing, corporation","candy line food manufacturing, corporation",10,2
choco mani bulilit,false,1,choco mani bulilit,choco mani bulilit,16,1
choco maza,true,1,unbranded,unbranded,9,1
choco mil,false,1,cemil,cemil,1,1
choco milk,false,1,alaska food,alaska food,28,2
choco mountain,false,1,"chiefs ag, mountain chiefs ag","chiefs ag, mountain chiefs ag",2,2
choco mucho,true,1,republic biscuit corporation,q7314390,200,15
choco nella,false,1,choco nella,choco nella,1,1
choco nussa to go,false,1,schwarz gruppe,q712034,1,1
choco nut,false,1,choco nut,choco nut,1,1
choco nuts,false,1,jg summit holdings,q6108205,6,1
choco pie,false,1,"lotte holdings, orion group",q11350495q55737545,41,6
choco pillow,false,1,simba indosnack makmur,simba indosnack makmur,5,1
choco pilo,false,1,simba indosnack makmur,simba indosnack makmur,1,1
choco pizza,false,1,colombina,q54850298,1,1
choco plus cream sandwich biscuits,false,1,olympic industries limited,olympic industries limited,12,1
choco pn,false,1,"pham nguyen confectionery & food processing co., ltd","pham nguyen confectionery & food processing co., ltd",1,1
choco pretzel,false,1,jg summit holdings,q6108205,10,2
choco rice,false,1,choco rice,choco rice,4,1
choco rico,false,1,unbranded,unbranded,1,1
choco rings,false,1,pi-pardee foods nigeria limited,pi-pardee foods nigeria limited,11,1
choco roles,false,1,grupo bimbo,q775031,3,1
choco roll,false,1,choco roll,choco roll,2,1
choco rolls,false,1,kyra food industries,kyra food industries,10,1
choco stick,false,1,choco stick,choco stick,1,1
choco tops,false,1,suncrest foods inc.,suncrest foods inc.,4,2
choco vanilla,false,1,sobisco,sobisco,1,1
choco wafer rebisco,false,1,rebisco,rebisco,1,1
choco-choco,false,1,choco choco,choco choco,7,1
choco-pie,false,1,orion,orion,5,1
choco.pie (pham nguyen),false,1,choco.pie (pham nguyen),choco.pie (pham nguyen),3,1
chocobar,false,1,h dukes consumer care ltd,h dukes consumer care ltd,1,1
chocobiscuits dolciando,false,1,eurospin,q1374674,1,1
chocobite,false,1,divss cookies and biscuits,divss cookies and biscuits,1,1
chococam,false,1,tiger brands,q7801391,7,1
chococay,false,1,ferrero spa,q269792,1,1
chocochoco,false,1,chocochoco,chocochoco,4,2
chococrispis (kellogg´s),false,1,chococrispis (kellogg´s),chococrispis (kellogg´s),1,1
chocodots,false,1,chocodots,chocodots,1,1
chocoemon,false,1,namyang,namyang,1,1
chocoemong,false,1,nanyang,q40736405,3,2
chocoflakes,false,1,chocoflakes,chocoflakes,8,2
chocofreda,false,1,auri freda,auri freda,1,1
chocofun,false,1,chocofun,chocofun,1,1
chocohip,false,1,simba,q28434542,2,1
chocojoy,false,1,"columbia international food products, inc","columbia international food products, inc",1,1
chocola,false,1,rewe group,q573266,1,1
chocolat,false,1,chocolat,chocolat,2,1
chocolat bernrain,false,1,q113642574,q113642574,2,1
chocolat halba,false,1,chocolat halba,chocolat halba,3,1
chocolate,false,1,lacta,q10315203,6,5
chocolate bar,false,1,aldi,aldi,1,1
chocolate bar migros,false,1,federation of migros cooperatives,q680727,1,1
chocolate biscuit,false,1,bisk club,bisk club,7,1
chocolate blanco,false,1,grupo arcor,q380022,1,1
chocolate blanco arcor,false,1,grupo arcor,q380022,1,1
chocolate brownies,false,1,kevin's bakery,kevin's bakery,1,1
chocolate cacau show,false,1,instituto cacau show,instituto cacau show,1,1
chocolate chip cookies,false,1,munchee biscuit ghana,munchee biscuit ghana,1,1
chocolate costa,false,1,carozzi corp,carozzi corp,2,1
chocolate crispy aice,false,1,alpen food industry,alpen food industry,2,1
chocolate hershey's,false,1,the hershey company,q1056637,1,1
chocolate island mango gummy,false,1,cocoland industries (cocoaland holdings bhd.)?,cocoland industries (cocoaland holdings bhd.)?,1,1
chocolate mallows big,false,1,chocolate mallows big,chocolate mallows big,1,1
chocolate milk,false,1,"aarong dairy products, harvey fresh, ljubljanske mlekarne","aarong dairy products, harvey fresh, ljubljanske mlekarne",7,3
chocolate mountain cookies,false,1,griesson - de beukelaer,q1546533,1,1
chocolate popcorn,false,1,liwayway holdings company limited,liwayway holdings company limited,2,2
chocolate power,false,1,ifp manufacturing corporation,ifp manufacturing corporation,1,1
chocolate pretzels,false,1,jg summit holdings,q6108205,2,1
chocolate special,false,1,internasional bakery denpasar,internasional bakery denpasar,2,1
chocolate syrup,false,1,chocolate syrup,chocolate syrup,5,1
chocolate wafers,false,1,chocolate wafers,chocolate wafers,2,1
chocolate yogurt,false,1,asas dairies liimited,asas dairies liimited,4,1
chocolates,false,1,nestlé,q160746,13,1
chocolatina,false,1,nestle,nestle,1,1
chocolatines,false,1,chocolatines,chocolatines,1,1
chocolatos,true,1,tudung group,https://www.linkedin.com/company/tudung-group-holding-co-of-garudafood-group-and-sns-group-/,159,56
chocolatos drink,false,1,garudafood,garudafood,4,2
chocolatos garuda food,false,1,chocolatos garuda food,chocolatos garuda food,1,1
chocolatte,true,1,unbranded,unbranded,2,1
chocoleco,false,1,chocoleco,chocoleco,1,1
chocolic,false,1,chocolic,chocolic,1,1
chocolite,false,1,"chocolite, chocolite","chocolite, chocolite",2,2
chocoloate wrappers,false,1,other brand,other brand,19,1
chocomucho,false,1,multi-rich,multi-rich,26,3
choconut,false,1,diamond cold storage,diamond cold storage,1,1
choconuts,false,1,food & beverage manifacturing,food & beverage manifacturing,1,1
chocopie,false,1,lotte indonesia,lotte indonesia,32,4
chocoreto rolls,false,1,mahaghora holding group,mahaghora holding group,1,1
chocorio,false,1,marimas putra kencana,marimas putra kencana,1,1
chocos,false,1,kellogg's,q856897,6,3
chocos fill,false,1,kellogg's,q856897,5,1
chocotime,false,1,binggrae,binggrae,1,1
chocotin,false,1,confiteca,confiteca,1,1
chocoto,false,1,olympic,olympic,10,1
chocozay,false,1,mr nutriments,mr nutriments,1,1
choey choco,false,1,jg summit holdings,q6108205,3,2
choice,false,1,choice,choice,1,1
choice tomatoes,false,1,choice tomatoes,choice tomatoes,8,1
chok,false,1,local kerala or india brand,local kerala or india brand,1,1
chokalog,false,1,jollibee foods corporation,q45208078,1,1
choki choki,false,1,"mayora indah, siantar top",q12497654q12514216,13,5
choki-choki,false,1,mayora indah,q12497654,23,9
choki-choli,false,1,choki-choli,choki-choli,18,1
chokies,false,1,rebisco,rebisco,1,1
chokis,false,1,pepsico,q334800,11,3
chokis gamesa,false,1,pepsico,q334800,1,1
chokito,false,1,nestlé,q160746,16,4
choknaks,false,1,ifp manufacturing corporation,ifp manufacturing corporation,4,1
choko choko,false,1,eco,eco,1,1
choky choky,false,1,mayora indah,mayora indah,1,1
cholimex,false,1,"cholimex, cholimex jsc","cholimex, cholimex jsc",36,7
cholimex food,false,1,cholimex food,cholimex food,7,2
cholimex sauce,false,1,cty cptp cholimex,cty cptp cholimex,1,1
cholua,false,1,cholua,cholua,3,1
cholula,false,1,cholula,cholula,3,1
chomp chocolate,false,1,alicor spa,alicor spa,1,1
chomps,false,1,chomps,chomps,1,1
choo choo cake bites,false,1,choo choo cake bites,choo choo cake bites,29,1
choocho,false,1,choocho,choocho,13,1
chooey choco,false,1,jg summit holdings,q6108205,9,3
chooey tofee,true,1,unbranded,unbranded,1,1
chooey toffee,false,1,jg summit holdings,q6108205,1,1
chooey tuffee candy,false,1,chooey tuffee candy,chooey tuffee candy,5,1
chooks to go,false,1,magnolia,q6731926,3,3
chop't,false,1,chop't,chop't,1,1
chopara,false,1,chopara,chopara,1,1
choped,false,1,campofrã­o,campofrã­o,1,1
chopfab,false,1,chopfab,chopfab,4,2
chorge,false,1,sandip dairy farm,sandip dairy farm,1,1
chorizo,true,1,unbranded,unbranded,1,1
chornyi karat,false,1,viktor and k,viktor and k,4,1
chowking,false,1,jollibee foods corporation,jollibee foods corporation,1,1
chris ice,false,1,chris enterprise,chris enterprise,20,1
chriscito,false,1,sari murni jaya,sari murni jaya,1,1
chrisco,false,1,chrisco a/s,chrisco a/s,2,1
christaline,false,1,christaline,christaline,33,4
christalline,false,1,"source alma, source alma","source alma, source alma",2,2
christian brothers,false,1,christian brothers,christian brothers,2,2
christie,false,1,mondelez international,q12857502,1,1
christinen,false,1,christinen,christinen,1,1
chrysal blumenfrisch,false,1,chrysal deutschland,chrysal deutschland,4,1
chrystal gyser,false,1,cg roxanne llc,cg roxanne llc,2,1
chs,false,1,unbranded,unbranded,1,1
chu bang,false,1,chu bang,chu bang,2,2
chuang kang,false,1,chuang kang,chuang kang,1,1
chuba,false,1,"acefood, sentral multi rasa","acefood, sentral multi rasa",11,5
chuba chups,false,1,chuba chups,chuba chups,12,3
chubby,false,1,"jbc food corporation, jbc food corporation, spi corporation","jbc food corporation, jbc food corporation, spi corporation",77,13
chubby candy,false,1,rebisco,rebisco,3,1
chubby choco,false,1,chubby choco,chubby choco,3,1
chubby milk,false,1,chubby milk,chubby milk,6,1
chubi,false,1,grupo arcor,q380022,1,1
chuckie,false,1,nestlé,q160746,47,16
chuckit - dog toy,false,1,chuckit,chuckit,1,1
chuckit!,false,1,chuckit,chuckit,1,1
chudo,false,1,pepsico,q334800,13,8
chudo chado,false,1,vitmark ukraine,vitmark ukraine,3,1
chudskaya zhemchuzhina,false,1,tvoyo zdorov'e,tvoyo zdorov'e,1,1
chui hua,false,1,chui hua,chui hua,1,1
chulbule,false,1,prataap snacks,prataap snacks,3,2
chum-churum,false,1,lotte holdings,q11350495,1,1
chumak,false,1,chumak,q1975726,4,4
chumak oil,false,1,kernel,kernel,1,1
chumps,false,1,chumps,chumps,1,1
chumvi,false,1,neel primium limited,neel primium limited,9,1
chumz,false,1,prifood corporation,prifood corporation,1,1
chumz cheese ring,false,1,prifood corporation,prifood corporation,7,1
chun guang,false,1,chun guang,chun guang,1,1
chun lei,false,1,chun lei,chun lei,1,1
chun lei glvoe,false,1,chun lei glvoe,chun lei glvoe,1,1
chun yue,false,1,chun yue,chun yue,2,2
chunkee,false,1,"chunkee, suncrest foods inc.","chunkee, suncrest foods inc.",47,3
chunzi,false,1,labixiaoxin (fujian) food industry co. ltd,labixiaoxin (fujian) food industry co. ltd,1,1
chup a chup,false,1,perfetti van melle,perfetti van melle,1,1
chupa chops sticks,false,1,perfetti van melle,q612524,7,1
chupa chup,true,1,perfetti van melle,q612524,24,8
chupa chups,true,1,perfetti van melle,q612524,785,52
chupa chups lolly,false,1,chupa chups lolly,chupa chups lolly,1,1
chupa cups,false,1,chupa,chupa,60,1
chupa-chups,false,1,perfetti van melle,q612524,1,1
chupachup lollypop wrap,false,1,perfetti van melle,q612524,1,1
chupetes,false,1,colombina,q54850298,2,1
